stem,image_file,label_file,relative_image_path,relative_label_path,split,scene,weather,scene_weather,capture_pair,sequence_index,step,raw_or_augmented,frame_key,grouping_strategy,grouping_key_used,object_count,image_width,image_height,image_mode,median_box_width_px,median_box_height_px,median_box_area_px,mean_relative_area,objects_lt_32px
raw_dataset_city_foggy_city_foggy_12_13_sequence.146_step0.camera,raw_dataset_city_foggy_city_foggy_12_13_sequence.146_step0.camera.png,raw_dataset_city_foggy_city_foggy_12_13_sequence.146_step0.camera.txt,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.146_step0.camera.png,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.146_step0.camera.txt,test,city,foggy,city_foggy,12_13,146,0,raw,city_foggy__capture_12_13__sequence_146__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,110.49984,72.49968,7734.9494403072,0.002098239323,0
augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.211_step0.camera,augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.211_step0.camera.png,augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.211_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.211_step0.camera.png,data/obj_det_base/augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.211_step0.camera.txt,test,city,foggy,city_foggy,12_13,211,0,augmented,city_foggy__capture_12_13__sequence_211__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,50.49984,28.49976,1547.97696,0.000419915625,1
raw_dataset_city_foggy_city_foggy_12_13_sequence.228_step0.camera,raw_dataset_city_foggy_city_foggy_12_13_sequence.228_step0.camera.png,raw_dataset_city_foggy_city_foggy_12_13_sequence.228_step0.camera.txt,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.228_step0.camera.png,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.228_step0.camera.txt,test,city,foggy,city_foggy,12_13,228,0,raw,city_foggy__capture_12_13__sequence_228__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,47.5008,29.000159999999997,1358.0282400767996,0.00036838873699999997,1
raw_dataset_city_foggy_city_foggy_12_13_sequence.269_step0.camera,raw_dataset_city_foggy_city_foggy_12_13_sequence.269_step0.camera.png,raw_dataset_city_foggy_city_foggy_12_13_sequence.269_step0.camera.txt,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.269_step0.camera.png,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.269_step0.camera.txt,test,city,foggy,city_foggy,12_13,269,0,raw,city_foggy__capture_12_13__sequence_269__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,61.000960000000006,39.000240000000005,2356.0499202048004,0.0006391194445,0
raw_dataset_city_foggy_city_foggy_12_13_sequence.294_step0.camera,raw_dataset_city_foggy_city_foggy_12_13_sequence.294_step0.camera.png,raw_dataset_city_foggy_city_foggy_12_13_sequence.294_step0.camera.txt,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.294_step0.camera.png,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.294_step0.camera.txt,test,city,foggy,city_foggy,12_13,294,0,raw,city_foggy__capture_12_13__sequence_294__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,62.49984,30.000240000000005,1787.5023998976003,0.000484891059,1
raw_dataset_city_foggy_city_foggy_12_13_sequence.299_step0.camera,raw_dataset_city_foggy_city_foggy_12_13_sequence.299_step0.camera.png,raw_dataset_city_foggy_city_foggy_12_13_sequence.299_step0.camera.txt,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.299_step0.camera.png,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.299_step0.camera.txt,test,city,foggy,city_foggy,12_13,299,0,raw,city_foggy__capture_12_13__sequence_299__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,62.000640000000004,25.99992,1562.0108802047998,0.0004237225695,2
augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.374_step0.camera,augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.374_step0.camera.png,augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.374_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.374_step0.camera.png,data/obj_det_base/augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.374_step0.camera.txt,test,city,foggy,city_foggy,12_13,374,0,augmented,city_foggy__capture_12_13__sequence_374__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,60.99968,37.499759999999995,2320.477360128,0.00062946977,1
raw_dataset_city_foggy_city_foggy_12_13_sequence.452_step0.camera,raw_dataset_city_foggy_city_foggy_12_13_sequence.452_step0.camera.png,raw_dataset_city_foggy_city_foggy_12_13_sequence.452_step0.camera.txt,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.452_step0.camera.png,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.452_step0.camera.txt,test,city,foggy,city_foggy,12_13,452,0,raw,city_foggy__capture_12_13__sequence_452__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,51.5008,32.0004,1655.5463202816,0.0004490956815,1
augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.472_step0.camera,augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.472_step0.camera.png,augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.472_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.472_step0.camera.png,data/obj_det_base/augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.472_step0.camera.txt,test,city,foggy,city_foggy,12_13,472,0,augmented,city_foggy__capture_12_13__sequence_472__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,57.500159999999994,23.999760000000002,1502.4958396416,0.00040757808149999997,2
raw_dataset_city_foggy_city_foggy_12_13_sequence.526_step0.camera,raw_dataset_city_foggy_city_foggy_12_13_sequence.526_step0.camera.png,raw_dataset_city_foggy_city_foggy_12_13_sequence.526_step0.camera.txt,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.526_step0.camera.png,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.526_step0.camera.txt,test,city,foggy,city_foggy,12_13,526,0,raw,city_foggy__capture_12_13__sequence_526__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,84.50048,50.500080000000004,5249.036160000001,0.0014238921874999999,1
augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.529_step0.camera,augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.529_step0.camera.png,augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.529_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.529_step0.camera.png,data/obj_det_base/augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.529_step0.camera.txt,test,city,foggy,city_foggy,12_13,529,0,augmented,city_foggy__capture_12_13__sequence_529__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,83.00032,51.50016,5132.0432001024,0.001392155816,1
augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.543_step0.camera,augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.543_step0.camera.png,augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.543_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.543_step0.camera.png,data/obj_det_base/augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.543_step0.camera.txt,test,city,foggy,city_foggy,12_13,543,0,augmented,city_foggy__capture_12_13__sequence_543__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,79.00032,46.500479999999996,3784.0534401023997,0.001026490191,0
raw_dataset_city_foggy_city_foggy_12_13_sequence.572_step0.camera,raw_dataset_city_foggy_city_foggy_12_13_sequence.572_step0.camera.png,raw_dataset_city_foggy_city_foggy_12_13_sequence.572_step0.camera.txt,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.572_step0.camera.png,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.572_step0.camera.txt,test,city,foggy,city_foggy,12_13,572,0,raw,city_foggy__capture_12_13__sequence_572__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,69.50016,29.49984,2033.99424,0.00055175625,1
augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.581_step0.camera,augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.581_step0.camera.png,augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.581_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.581_step0.camera.png,data/obj_det_base/augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.581_step0.camera.txt,test,city,foggy,city_foggy,12_13,581,0,augmented,city_foggy__capture_12_13__sequence_581__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,62.49984,29.00016,1866.508959744,0.0005063229600000001,1
raw_dataset_city_foggy_city_foggy_12_13_sequence.600_step0.camera,raw_dataset_city_foggy_city_foggy_12_13_sequence.600_step0.camera.png,raw_dataset_city_foggy_city_foggy_12_13_sequence.600_step0.camera.txt,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.600_step0.camera.png,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.600_step0.camera.txt,test,city,foggy,city_foggy,12_13,600,0,raw,city_foggy__capture_12_13__sequence_600__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,60.99968,19.99944,1371.9604801536002,0.000372168099,2
raw_dataset_city_foggy_city_foggy_12_13_sequence.605_step0.camera,raw_dataset_city_foggy_city_foggy_12_13_sequence.605_step0.camera.png,raw_dataset_city_foggy_city_foggy_12_13_sequence.605_step0.camera.txt,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.605_step0.camera.png,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.605_step0.camera.txt,test,city,foggy,city_foggy,12_13,605,0,raw,city_foggy__capture_12_13__sequence_605__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,64.99968000000001,18.5004,1352.524879872,0.000366895855,2
raw_dataset_city_foggy_city_foggy_12_13_sequence.680_step0.camera,raw_dataset_city_foggy_city_foggy_12_13_sequence.680_step0.camera.png,raw_dataset_city_foggy_city_foggy_12_13_sequence.680_step0.camera.txt,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.680_step0.camera.png,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.680_step0.camera.txt,test,city,foggy,city_foggy,12_13,680,0,raw,city_foggy__capture_12_13__sequence_680__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,29.500159999999997,24.50016,596.0003198975999,0.000161675434,2
raw_dataset_city_foggy_city_foggy_12_13_sequence.687_step0.camera,raw_dataset_city_foggy_city_foggy_12_13_sequence.687_step0.camera.png,raw_dataset_city_foggy_city_foggy_12_13_sequence.687_step0.camera.txt,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.687_step0.camera.png,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.687_step0.camera.txt,test,city,foggy,city_foggy,12_13,687,0,raw,city_foggy__capture_12_13__sequence_687__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,31.500799999999998,24.50016,663.0328000512,0.000179859158,2
augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.698_step0.camera,augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.698_step0.camera.png,augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.698_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.698_step0.camera.png,data/obj_det_base/augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.698_step0.camera.txt,test,city,foggy,city_foggy,12_13,698,0,augmented,city_foggy__capture_12_13__sequence_698__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,34.00064,36.0,1240.02432,0.00033637812499999996,1
raw_dataset_city_foggy_city_foggy_12_13_sequence.698_step0.camera,raw_dataset_city_foggy_city_foggy_12_13_sequence.698_step0.camera.png,raw_dataset_city_foggy_city_foggy_12_13_sequence.698_step0.camera.txt,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.698_step0.camera.png,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.698_step0.camera.txt,test,city,foggy,city_foggy,12_13,698,0,raw,city_foggy__capture_12_13__sequence_698__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,34.00064,36.0,1240.02432,0.00033637812499999996,1
raw_dataset_city_foggy_city_foggy_12_13_sequence.702_step0.camera,raw_dataset_city_foggy_city_foggy_12_13_sequence.702_step0.camera.png,raw_dataset_city_foggy_city_foggy_12_13_sequence.702_step0.camera.txt,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.702_step0.camera.png,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.702_step0.camera.txt,test,city,foggy,city_foggy,12_13,702,0,raw,city_foggy__capture_12_13__sequence_702__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,38.49984,39.9996,1604.9771200512,0.0004353779080000001,1
augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.732_step0.camera,augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.732_step0.camera.png,augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.732_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.732_step0.camera.png,data/obj_det_base/augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.732_step0.camera.txt,test,city,foggy,city_foggy,12_13,732,0,augmented,city_foggy__capture_12_13__sequence_732__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,93.50016,70.99992,8724.051680256,0.0023665504775,1
raw_dataset_city_foggy_city_foggy_12_13_sequence.736_step0.camera,raw_dataset_city_foggy_city_foggy_12_13_sequence.736_step0.camera.png,raw_dataset_city_foggy_city_foggy_12_13_sequence.736_step0.camera.txt,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.736_step0.camera.png,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.736_step0.camera.txt,test,city,foggy,city_foggy,12_13,736,0,raw,city_foggy__capture_12_13__sequence_736__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,103.5008,76.00032,10960.059440332801,0.002973106402,1
augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.792_step0.camera,augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.792_step0.camera.png,augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.792_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.792_step0.camera.png,data/obj_det_base/augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.792_step0.camera.txt,test,city,foggy,city_foggy,12_13,792,0,augmented,city_foggy__capture_12_13__sequence_792__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,72.0,50.99976,4481.9988000768,0.0012158199869999999,1
augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.801_step0.camera,augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.801_step0.camera.png,augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.801_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.801_step0.camera.png,data/obj_det_base/augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.801_step0.camera.txt,test,city,foggy,city_foggy,12_13,801,0,augmented,city_foggy__capture_12_13__sequence_801__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,75.49951999999999,67.00032,5670.9680799744,0.0015383485460000001,0
raw_dataset_city_foggy_city_foggy_12_13_sequence.845_step0.camera,raw_dataset_city_foggy_city_foggy_12_13_sequence.845_step0.camera.png,raw_dataset_city_foggy_city_foggy_12_13_sequence.845_step0.camera.txt,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.845_step0.camera.png,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.845_step0.camera.txt,test,city,foggy,city_foggy,12_13,845,0,raw,city_foggy__capture_12_13__sequence_845__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,62.000640000000004,46.99944000000001,3486.010239590401,0.0009456407985,1
augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.882_step0.camera,augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.882_step0.camera.png,augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.882_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.882_step0.camera.png,data/obj_det_base/augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.882_step0.camera.txt,test,city,foggy,city_foggy,12_13,882,0,augmented,city_foggy__capture_12_13__sequence_882__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,68.0,56.000159999999994,5119.9875201024,0.0013888855034999998,1
augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.885_step0.camera,augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.885_step0.camera.png,augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.885_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.885_step0.camera.png,data/obj_det_base/augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.885_step0.camera.txt,test,city,foggy,city_foggy,12_13,885,0,augmented,city_foggy__capture_12_13__sequence_885__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,70.00064,50.500080000000004,4808.0380796928,0.0013042638020000002,1
raw_dataset_city_foggy_city_foggy_12_13_sequence.887_step0.camera,raw_dataset_city_foggy_city_foggy_12_13_sequence.887_step0.camera.png,raw_dataset_city_foggy_city_foggy_12_13_sequence.887_step0.camera.txt,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.887_step0.camera.png,data/obj_det_base/raw_dataset_city_foggy_city_foggy_12_13_sequence.887_step0.camera.txt,test,city,foggy,city_foggy,12_13,887,0,raw,city_foggy__capture_12_13__sequence_887__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,69.50016,49.5,4696.519280025601,0.0012740123915,1
augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.892_step0.camera,augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.892_step0.camera.png,augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.892_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.892_step0.camera.png,data/obj_det_base/augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.892_step0.camera.txt,test,city,foggy,city_foggy,12_13,892,0,augmented,city_foggy__capture_12_13__sequence_892__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,70.50112,48.499919999999996,4575.023999999999,0.0012410546874999998,1
augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.893_step0.camera,augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.893_step0.camera.png,augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.893_step0.camera.txt,data/obj_det_base/augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.893_step0.camera.png,data/obj_det_base/augmented_raw_dataset_city_foggy_city_foggy_12_13_sequence.893_step0.camera.txt,test,city,foggy,city_foggy,12_13,893,0,augmented,city_foggy__capture_12_13__sequence_893__step_0,capture_pair holdout,12_13,2,2560,1440,RGB,70.00064,48.49992,4532.5386399744,0.001229529796,1
raw_dataset_city_sunny_city_sunny_12_13_sequence.34_step0.camera,raw_dataset_city_sunny_city_sunny_12_13_sequence.34_step0.camera.png,raw_dataset_city_sunny_city_sunny_12_13_sequence.34_step0.camera.txt,data/obj_det_base/raw_dataset_city_sunny_city_sunny_12_13_sequence.34_step0.camera.png,data/obj_det_base/raw_dataset_city_sunny_city_sunny_12_13_sequence.34_step0.camera.txt,test,city,sunny,city_sunny,12_13,34,0,raw,city_sunny__capture_12_13__sequence_34__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,48.0,38.50056,1837.5260000255998,0.000498460829,0
raw_dataset_city_sunny_city_sunny_12_13_sequence.39_step0.camera,raw_dataset_city_sunny_city_sunny_12_13_sequence.39_step0.camera.png,raw_dataset_city_sunny_city_sunny_12_13_sequence.39_step0.camera.txt,data/obj_det_base/raw_dataset_city_sunny_city_sunny_12_13_sequence.39_step0.camera.png,data/obj_det_base/raw_dataset_city_sunny_city_sunny_12_13_sequence.39_step0.camera.txt,test,city,sunny,city_sunny,12_13,39,0,raw,city_sunny__capture_12_13__sequence_39__step_0,capture_pair holdout,12_13,2,2560,1440,RGBA,49.00096,37.499759999999995,1854.0262397951997,0.0005029368055,1
